country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
Brazil,BR,2025-08-10,TV,8,DAN DA DAN,DAN DA DAN: Season 2,5
Brazil,BR,2025-08-10,TV,9,Ángela,Ángela: Limited Series,6
Brazil,BR,2025-08-10,TV,10,The Sandman,The Sandman: Season 2,6
Brazil,BR,2025-08-03,TV,1,UNTAMED,UNTAMED: Season 1,3
Brazil,BR,2025-08-03,TV,2,Unspeakable Sins,Unspeakable Sins: Season 1,1
Brazil,BR,2025-08-03,TV,3,The Sandman,The Sandman: Season 2,5
Brazil,BR,2025-08-03,TV,4,Marked,Marked: Season 1,1
Brazil,BR,2025-08-03,TV,5,Beyond the Bar,Beyond the Bar: Limited Series,1
Brazil,BR,2025-08-03,TV,6,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,108
Brazil,BR,2025-08-03,TV,7,Ángela,Ángela: Limited Series,5
Brazil,BR,2025-08-03,TV,8,DAN DA DAN,DAN DA DAN: Season 2,4
Brazil,BR,2025-08-03,TV,9,Sneaky Pete,Sneaky Pete: Season 1,1
Brazil,BR,2025-08-03,TV,10,Trigger,Trigger: Limited Series,1
Brazil,BR,2025-07-27,TV,1,UNTAMED,UNTAMED: Season 1,2
Brazil,BR,2025-07-27,TV,2,Ángela,Ángela: Limited Series,4
Brazil,BR,2025-07-27,TV,3,The Sandman,The Sandman: Season 2,4
Brazil,BR,2025-07-27,TV,4,My Melody & Kuromi,My Melody & Kuromi: Season 1,1
Brazil,BR,2025-07-27,TV,5,DAN DA DAN,DAN DA DAN: Season 2,3
Brazil,BR,2025-07-27,TV,6,Squid Game,Squid Game: Season 3,5
Brazil,BR,2025-07-27,TV,7,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,107
Brazil,BR,2025-07-27,TV,8,Letters From The Past,Letters From The Past: Limited Series,1
Brazil,BR,2025-07-27,TV,9,Delirium,Delirium: Limited Series,1
Brazil,BR,2025-07-27,TV,10,Amy Bradley Is Missing,Amy Bradley Is Missing: Season 1,1
Brazil,BR,2025-07-20,TV,1,UNTAMED,UNTAMED: Season 1,1
Brazil,BR,2025-07-20,TV,2,Ángela,Ángela: Limited Series,3
Brazil,BR,2025-07-20,TV,3,Under a Dark Sun,Under a Dark Sun: Season 1,2
Brazil,BR,2025-07-20,TV,4,Squid Game,Squid Game: Season 3,4
Brazil,BR,2025-07-20,TV,5,7 Bears,7 Bears: Limited Series,2
Brazil,BR,2025-07-20,TV,6,DAN DA DAN,DAN DA DAN: Season 2,2
Brazil,BR,2025-07-20,TV,7,The Sandman,The Sandman: Season 2,3
Brazil,BR,2025-07-20,TV,8,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,106
Brazil,BR,2025-07-20,TV,9,1923,1923: Season 1,2
Brazil,BR,2025-07-20,TV,10,Tougen Anki,,1
Brazil,BR,2025-07-13,TV,1,Ángela,Ángela: Limited Series,2
Brazil,BR,2025-07-13,TV,2,Squid Game,Squid Game: Season 3,3
Brazil,BR,2025-07-13,TV,3,The Sandman,The Sandman: Season 2,2
Brazil,BR,2025-07-13,TV,4,Under a Dark Sun,Under a Dark Sun: Season 1,1
Brazil,BR,2025-07-13,TV,5,DAN DA DAN,DAN DA DAN: Season 2,1
Brazil,BR,2025-07-13,TV,6,Olympo,Olympo: Season 1,4
Brazil,BR,2025-07-13,TV,7,1923,1923: Season 1,1
Brazil,BR,2025-07-13,TV,8,7 Bears,7 Bears: Limited Series,1
Brazil,BR,2025-07-13,TV,9,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,105
Brazil,BR,2025-07-13,TV,10,The Sandman,The Sandman: Season 1,6
Brazil,BR,2025-07-06,TV,1,Squid Game,Squid Game: Season 3,2
Brazil,BR,2025-07-06,TV,2,Ángela,Ángela: Limited Series,1
Brazil,BR,2025-07-06,TV,3,The Sandman,The Sandman: Season 2,1
Brazil,BR,2025-07-06,TV,4,Olympo,Olympo: Season 1,3
Brazil,BR,2025-07-06,TV,5,Squid Game,Squid Game: Season 2,7
Brazil,BR,2025-07-06,TV,6,The Waterfront,The Waterfront: Season 1,3
Brazil,BR,2025-07-06,TV,7,Squid Game,Squid Game: Season 1,14
Brazil,BR,2025-07-06,TV,8,"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",2
Brazil,BR,2025-07-06,TV,9,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,104
Brazil,BR,2025-07-06,TV,10,Our Unwritten Seoul,Our Unwritten Seoul: Limited Series,6
Brazil,BR,2025-06-29,TV,1,Squid Game,Squid Game: Season 3,1
Brazil,BR,2025-06-29,TV,2,Olympo,Olympo: Season 1,2
Brazil,BR,2025-06-29,TV,3,The Waterfront,The Waterfront: Season 1,2
Brazil,BR,2025-06-29,TV,4,"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",1
Brazil,BR,2025-06-29,TV,5,The Rookie,The Rookie: Season 1,2
Brazil,BR,2025-06-29,TV,6,Criminal Code,Criminal Code: Season 2,4
Brazil,BR,2025-06-29,TV,7,The Rookie,The Rookie: Season 2,1
Brazil,BR,2025-06-29,TV,8,Ginny & Georgia,Ginny & Georgia: Season 3,4
Brazil,BR,2025-06-29,TV,9,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,103
Brazil,BR,2025-06-29,TV,10,Our Unwritten Seoul,Our Unwritten Seoul: Limited Series,5
Brazil,BR,2025-06-22,TV,1,The Rookie,The Rookie: Season 1,1
Brazil,BR,2025-06-22,TV,2,Criminal Code,Criminal Code: Season 2,3
Brazil,BR,2025-06-22,TV,3,The Waterfront,The Waterfront: Season 1,1
Brazil,BR,2025-06-22,TV,4,Ginny & Georgia,Ginny & Georgia: Season 3,3
Brazil,BR,2025-06-22,TV,5,Olympo,Olympo: Season 1,1
Brazil,BR,2025-06-22,TV,6,La Palma,La Palma: Limited Series,5
Brazil,BR,2025-06-22,TV,7,Criminal Code,Criminal Code: Season 1,9
Brazil,BR,2025-06-22,TV,8,Our Unwritten Seoul,Our Unwritten Seoul: Limited Series,4
Brazil,BR,2025-06-22,TV,9,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,102
Brazil,BR,2025-06-22,TV,10,The Survivors,The Survivors: Limited Series,3
Brazil,BR,2025-06-15,TV,1,Criminal Code,Criminal Code: Season 2,2
Brazil,BR,2025-06-15,TV,2,Ginny & Georgia,Ginny & Georgia: Season 3,2
Brazil,BR,2025-06-15,TV,3,The Survivors,The Survivors: Limited Series,2
Brazil,BR,2025-06-15,TV,4,Criminal Code,Criminal Code: Season 1,8
Brazil,BR,2025-06-15,TV,5,Tastefully Yours,Tastefully Yours: Limited Series,5
Brazil,BR,2025-06-15,TV,6,Mercy For None,Mercy For None: Limited Series,1
Brazil,BR,2025-06-15,TV,7,Our Unwritten Seoul,Our Unwritten Seoul: Limited Series,3
Brazil,BR,2025-06-15,TV,8,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,101
Brazil,BR,2025-06-15,TV,9,Ginny & Georgia,Ginny & Georgia: Season 1,3
Brazil,BR,2025-06-15,TV,10,The Creature Cases,The Creature Cases: Chapter 5,1
Brazil,BR,2025-06-08,TV,1,Criminal Code,Criminal Code: Season 2,1
Brazil,BR,2025-06-08,TV,2,Ginny & Georgia,Ginny & Georgia: Season 3,1
Brazil,BR,2025-06-08,TV,3,Sara - Woman in the Shadows,Sara - Woman in the Shadows: Season 1,1
Brazil,BR,2025-06-08,TV,4,Tastefully Yours,Tastefully Yours: Limited Series,4
Brazil,BR,2025-06-08,TV,5,The Survivors,The Survivors: Limited Series,1
Brazil,BR,2025-06-08,TV,6,Dept. Q,Dept. Q: Season 1,2
Brazil,BR,2025-06-08,TV,7,Sirens,Sirens: Limited Series,3
Brazil,BR,2025-06-08,TV,8,Criminal Code,Criminal Code: Season 1,7
Brazil,BR,2025-06-08,TV,9,Our Unwritten Seoul,Our Unwritten Seoul: Limited Series,2
Brazil,BR,2025-06-08,TV,10,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,100
Brazil,BR,2025-06-01,TV,1,Sirens,Sirens: Limited Series,2
Brazil,BR,2025-06-01,TV,2,Tastefully Yours,Tastefully Yours: Limited Series,3
Brazil,BR,2025-06-01,TV,3,Our Unwritten Seoul,Our Unwritten Seoul: Limited Series,1
Brazil,BR,2025-06-01,TV,4,Dept. Q,Dept. Q: Season 1,1
Brazil,BR,2025-06-01,TV,5,Cold Case: The Tylenol Murders,Cold Case: The Tylenol Murders: Season 1,1
Brazil,BR,2025-06-01,TV,6,Secrets We Keep,Secrets We Keep: Limited Series,3
Brazil,BR,2025-06-01,TV,7,American Manhunt: Osama bin Laden,American Manhunt: Osama bin Laden: Season 1,3
Brazil,BR,2025-06-01,TV,8,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,99
Brazil,BR,2025-06-01,TV,9,The Royals,The Royals: Season 1,3
Brazil,BR,2025-06-01,TV,10,Criminal Code,Criminal Code: Season 1,6
Brazil,BR,2025-05-25,TV,1,Sirens,Sirens: Limited Series,1
Brazil,BR,2025-05-25,TV,2,Secrets We Keep,Secrets We Keep: Limited Series,2
Brazil,BR,2025-05-25,TV,3,Tastefully Yours,Tastefully Yours: Limited Series,2
Brazil,BR,2025-05-25,TV,4,American Manhunt: Osama bin Laden,American Manhunt: Osama bin Laden: Season 1,2
Brazil,BR,2025-05-25,TV,5,Dear Hongrang,Dear Hongrang: Season 1,2
Brazil,BR,2025-05-25,TV,6,Bet,Bet: Season 1,1
Brazil,BR,2025-05-25,TV,7,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,98
Brazil,BR,2025-05-25,TV,8,Franklin,Franklin: Season 1,2
Brazil,BR,2025-05-25,TV,9,Care Bears: Unlock the Magic,Care Bears: Unlock the Magic: Care Bears - Unlock the Magic Specials,1
Brazil,BR,2025-05-25,TV,10,"Thank You, Next","Thank You, Next: Season 2",1
Brazil,BR,2025-05-18,TV,1,Tastefully Yours,Tastefully Yours: Limited Series,1
Brazil,BR,2025-05-18,TV,2,Secrets We Keep,Secrets We Keep: Limited Series,1
Brazil,BR,2025-05-18,TV,3,The Royals,The Royals: Season 1,2
Brazil,BR,2025-05-18,TV,4,American Manhunt: Osama bin Laden,American Manhunt: Osama bin Laden: Season 1,1
Brazil,BR,2025-05-18,TV,5,Franklin,Franklin: Season 1,1
Brazil,BR,2025-05-18,TV,6,The Eternaut,The Eternaut: Season 1,3
Brazil,BR,2025-05-18,TV,7,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,97
Brazil,BR,2025-05-18,TV,8,Dear Hongrang,Dear Hongrang: Season 1,1
Brazil,BR,2025-05-18,TV,9,You,You: Season 5,4
Brazil,BR,2025-05-18,TV,10,FOREVER,FOREVER: Season 1,1
Brazil,BR,2025-05-11,TV,1,The Eternaut,The Eternaut: Season 1,2
Brazil,BR,2025-05-11,TV,2,The Four Seasons,The Four Seasons: Season 1,2
Brazil,BR,2025-05-11,TV,3,The Royals,The Royals: Season 1,1
Brazil,BR,2025-05-11,TV,4,You,You: Season 5,3
Brazil,BR,2025-05-11,TV,5,Asterix & Obelix: The Big Fight,Asterix & Obelix: The Big Fight: Limited Series,2
Brazil,BR,2025-05-11,TV,6,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,96
Brazil,BR,2025-05-11,TV,7,Ransom Canyon,Ransom Canyon: Season 1,4
Brazil,BR,2025-05-11,TV,8,Unseen,Unseen: Season 2,1
Brazil,BR,2025-05-11,TV,9,A Discovery of Witches,A Discovery of Witches: Season 1,4
Brazil,BR,2025-05-11,TV,10,Unseen,Unseen: Season 1,3
Brazil,BR,2025-05-04,TV,1,The Eternaut,The Eternaut: Season 1,1
Brazil,BR,2025-05-04,TV,2,You,You: Season 5,2
Brazil,BR,2025-05-04,TV,3,The Four Seasons,The Four Seasons: Season 1,1
Brazil,BR,2025-05-04,TV,4,A Tragedy Foretold: Flight 3054,A Tragedy Foretold: Flight 3054: Season 1,2
Brazil,BR,2025-05-04,TV,5,Asterix & Obelix: The Big Fight,Asterix & Obelix: The Big Fight: Limited Series,1
Brazil,BR,2025-05-04,TV,6,Ransom Canyon,Ransom Canyon: Season 1,3
Brazil,BR,2025-05-04,TV,7,Weak Hero,Weak Hero: Class 2,2
Brazil,BR,2025-05-04,TV,8,A Discovery of Witches,A Discovery of Witches: Season 1,3
Brazil,BR,2025-05-04,TV,9,Special Ops: Lioness,Special Ops: Lioness: Season 1,3
Brazil,BR,2025-05-04,TV,10,The Gardener,The Gardener: Limited Series,4
Brazil,BR,2025-04-27,TV,1,A Tragedy Foretold: Flight 3054,A Tragedy Foretold: Flight 3054: Season 1,1
Brazil,BR,2025-04-27,TV,2,Special Ops: Lioness,Special Ops: Lioness: Season 1,2
Brazil,BR,2025-04-27,TV,3,Ransom Canyon,Ransom Canyon: Season 1,2
Brazil,BR,2025-04-27,TV,4,You,You: Season 5,1
Brazil,BR,2025-04-27,TV,5,A Discovery of Witches,A Discovery of Witches: Season 1,2
Brazil,BR,2025-04-27,TV,6,The Gardener,The Gardener: Limited Series,3
Brazil,BR,2025-04-27,TV,7,Weak Hero,Weak Hero: Class 2,1
Brazil,BR,2025-04-27,TV,8,A Discovery of Witches,A Discovery of Witches: Season 2,1
Brazil,BR,2025-04-27,TV,9,The Glass Dome,The Glass Dome: Limited Series,2
Brazil,BR,2025-04-27,TV,10,A Discovery of Witches,A Discovery of Witches: Season 3,1
Brazil,BR,2025-04-20,TV,1,The Gardener,The Gardener: Limited Series,2
Brazil,BR,2025-04-20,TV,2,Special Ops: Lioness,Special Ops: Lioness: Season 1,1
Brazil,BR,2025-04-20,TV,3,A Discovery of Witches,A Discovery of Witches: Season 1,1
Brazil,BR,2025-04-20,TV,4,The Glass Dome,The Glass Dome: Limited Series,1
Brazil,BR,2025-04-20,TV,5,Black Mirror,Black Mirror: Season 7,2
Brazil,BR,2025-04-20,TV,6,Ransom Canyon,Ransom Canyon: Season 1,1
Brazil,BR,2025-04-20,TV,7,Adolescence,Adolescence: Limited Series,6
Brazil,BR,2025-04-20,TV,8,PULSE,PULSE: Season 1,3
Brazil,BR,2025-04-20,TV,9,The Chosen,The Chosen: Season 4,2
Brazil,BR,2025-04-20,TV,10,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,95
Brazil,BR,2025-04-13,TV,1,PULSE,PULSE: Season 1,2
Brazil,BR,2025-04-13,TV,2,The Gardener,The Gardener: Limited Series,1
Brazil,BR,2025-04-13,TV,3,Adolescence,Adolescence: Limited Series,5
Brazil,BR,2025-04-13,TV,4,Devil May Cry,Devil May Cry: Season 1,2
Brazil,BR,2025-04-13,TV,5,Black Mirror,Black Mirror: Season 7,1
Brazil,BR,2025-04-13,TV,6,The Chosen,The Chosen: Season 4,1
Brazil,BR,2025-04-13,TV,7,The Lady's Companion,The Lady's Companion: Season 1,3
Brazil,BR,2025-04-13,TV,8,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,94
Brazil,BR,2025-04-13,TV,9,How to Sell Drugs Online (Fast),How to Sell Drugs Online (Fast): Season 4,1
Brazil,BR,2025-04-13,TV,10,Blippi's Job Show,Blippi's Job Show: Season 1,1
Brazil,BR,2025-04-06,TV,1,Adolescence,Adolescence: Limited Series,4
Brazil,BR,2025-04-06,TV,2,PULSE,PULSE: Season 1,1
Brazil,BR,2025-04-06,TV,3,The Lady's Companion,The Lady's Companion: Season 1,2
Brazil,BR,2025-04-06,TV,4,Devil May Cry,Devil May Cry: Season 1,1
Brazil,BR,2025-04-06,TV,5,Caught,Caught: Season 1,2
Brazil,BR,2025-04-06,TV,6,Weak Hero,Weak Hero: Class 1,2
Brazil,BR,2025-04-06,TV,7,When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,4
Brazil,BR,2025-04-06,TV,8,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,93
Brazil,BR,2025-04-06,TV,9,S.W.A.T.,S.W.A.T.: Season 6,1
Brazil,BR,2025-04-06,TV,10,The Potato Lab,The Potato Lab: Limited Series,6
Brazil,BR,2025-03-30,TV,1,Adolescence,Adolescence: Limited Series,3
Brazil,BR,2025-03-30,TV,2,Caught,Caught: Season 1,1
Brazil,BR,2025-03-30,TV,3,Weak Hero,Weak Hero: Class 1,1
Brazil,BR,2025-03-30,TV,4,Wolf King,Wolf King: Season 1,2
Brazil,BR,2025-03-30,TV,5,The Potato Lab,The Potato Lab: Limited Series,5
Brazil,BR,2025-03-30,TV,6,The Lady's Companion,The Lady's Companion: Season 1,1
Brazil,BR,2025-03-30,TV,7,When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,3
Brazil,BR,2025-03-30,TV,8,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,92
Brazil,BR,2025-03-30,TV,9,The Residence,The Residence: Season 1,2
Brazil,BR,2025-03-30,TV,10,Until You Burn,Until You Burn: Season 1,1
Brazil,BR,2025-03-23,TV,1,Adolescence,Adolescence: Limited Series,2
Brazil,BR,2025-03-23,TV,2,1883,1883: Season 1,2
Brazil,BR,2025-03-23,TV,3,Wolf King,Wolf King: Season 1,1
Brazil,BR,2025-03-23,TV,4,The Potato Lab,The Potato Lab: Limited Series,4
Brazil,BR,2025-03-23,TV,5,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,91
Brazil,BR,2025-03-23,TV,6,Medusa,Medusa: Season 1,3
Brazil,BR,2025-03-23,TV,7,When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,2
Brazil,BR,2025-03-23,TV,8,The Residence,The Residence: Season 1,1
Brazil,BR,2025-03-23,TV,9,Rick and Morty,Rick and Morty: Season 1,1
Brazil,BR,2025-03-23,TV,10,Cassandra,Cassandra: Limited Series,7
Brazil,BR,2025-03-16,TV,1,Adolescence,Adolescence: Limited Series,1
Brazil,BR,2025-03-16,TV,2,Medusa,Medusa: Season 1,2
Brazil,BR,2025-03-16,TV,3,1883,1883: Season 1,1
Brazil,BR,2025-03-16,TV,4,The Potato Lab,The Potato Lab: Limited Series,3
Brazil,BR,2025-03-16,TV,5,Cassandra,Cassandra: Limited Series,6
Brazil,BR,2025-03-16,TV,6,Halo,Halo: Season 1,3
Brazil,BR,2025-03-16,TV,7,When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,1
Brazil,BR,2025-03-16,TV,8,Graveyard,Graveyard: Season 1,1
Brazil,BR,2025-03-16,TV,9,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,90
Brazil,BR,2025-03-16,TV,10,The Leopard,The Leopard: Limited Series,2
Brazil,BR,2025-03-09,TV,1,Halo,Halo: Season 1,2
Brazil,BR,2025-03-09,TV,2,Cassandra,Cassandra: Limited Series,5
Brazil,BR,2025-03-09,TV,3,Medusa,Medusa: Season 1,1
Brazil,BR,2025-03-09,TV,4,Running Point,Running Point: Season 1,2
Brazil,BR,2025-03-09,TV,5,The Potato Lab,The Potato Lab: Limited Series,2
Brazil,BR,2025-03-09,TV,6,Zero Day,Zero Day: Limited Series,3
Brazil,BR,2025-03-09,TV,7,Tuiskoms,Tuiskoms: Season 1,1
Brazil,BR,2025-03-09,TV,8,Resident Alien,Resident Alien: Season 1,1
Brazil,BR,2025-03-09,TV,9,The Leopard,The Leopard: Limited Series,1
Brazil,BR,2025-03-09,TV,10,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,89
Brazil,BR,2025-03-02,TV,1,Zero Day,Zero Day: Limited Series,2
Brazil,BR,2025-03-02,TV,2,Cassandra,Cassandra: Limited Series,4
Brazil,BR,2025-03-02,TV,3,Ghosts,Ghosts: Season 1,4
Brazil,BR,2025-03-02,TV,4,Running Point,Running Point: Season 1,1
Brazil,BR,2025-03-02,TV,5,Halo,Halo: Season 1,1
Brazil,BR,2025-03-02,TV,6,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,88
Brazil,BR,2025-03-02,TV,7,American Murder: Gabby Petito,American Murder: Gabby Petito: Season 1,2
Brazil,BR,2025-03-02,TV,8,The Potato Lab,The Potato Lab: Limited Series,1
Brazil,BR,2025-03-02,TV,9,Sintonia,Sintonia: Season 5,4
Brazil,BR,2025-03-02,TV,10,Ghosts,Ghosts: Season 2,1
Brazil,BR,2025-02-23,TV,1,Zero Day,Zero Day: Limited Series,1
Brazil,BR,2025-02-23,TV,2,Cassandra,Cassandra: Limited Series,3
Brazil,BR,2025-02-23,TV,3,American Murder: Gabby Petito,American Murder: Gabby Petito: Season 1,1
Brazil,BR,2025-02-23,TV,4,Sintonia,Sintonia: Season 5,3
Brazil,BR,2025-02-23,TV,5,Ghosts,Ghosts: Season 1,3
Brazil,BR,2025-02-23,TV,6,Dog Days Out,Dog Days Out: Part 1,2
Brazil,BR,2025-02-23,TV,7,Melo Movie,Melo Movie: Limited Series,1
Brazil,BR,2025-02-23,TV,8,Cobra Kai,Cobra Kai: Season 6,9
Brazil,BR,2025-02-23,TV,9,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,87
Brazil,BR,2025-02-23,TV,10,Gabby's Dollhouse,Gabby's Dollhouse: Season 11,1
Brazil,BR,2025-02-16,TV,1,Sintonia,Sintonia: Season 5,2
Brazil,BR,2025-02-16,TV,2,Cassandra,Cassandra: Limited Series,2
Brazil,BR,2025-02-16,TV,3,The Åre Murders,The Åre Murders: Season 1,2
Brazil,BR,2025-02-16,TV,4,Cobra Kai,Cobra Kai: Season 6,8
Brazil,BR,2025-02-16,TV,5,Dog Days Out,Dog Days Out: Part 1,1
Brazil,BR,2025-02-16,TV,6,Ghosts,Ghosts: Season 1,2
Brazil,BR,2025-02-16,TV,7,Wrong Side of the Tracks,Wrong Side of the Tracks: Season 4,1
Brazil,BR,2025-02-16,TV,8,Sintonia,Sintonia: Season 1,4
Brazil,BR,2025-02-16,TV,9,Prison Cell 211,Prison Cell 211: Season 1,2
Brazil,BR,2025-02-16,TV,10,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,86
Brazil,BR,2025-02-09,TV,1,Sintonia,Sintonia: Season 5,1
Brazil,BR,2025-02-09,TV,2,The Åre Murders,The Åre Murders: Season 1,1
Brazil,BR,2025-02-09,TV,3,Prison Cell 211,Prison Cell 211: Season 1,1
Brazil,BR,2025-02-09,TV,4,The Night Agent,The Night Agent: Season 2,3
Brazil,BR,2025-02-09,TV,5,Ghosts,Ghosts: Season 1,1
Brazil,BR,2025-02-09,TV,6,The Recruit,The Recruit: Season 2,2
Brazil,BR,2025-02-09,TV,7,Cassandra,Cassandra: Limited Series,1
Brazil,BR,2025-02-09,TV,8,Sintonia,Sintonia: Season 1,3
Brazil,BR,2025-02-09,TV,9,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,85
Brazil,BR,2025-02-09,TV,10,Yellowstone,Yellowstone: Season 4,2
Brazil,BR,2025-02-02,TV,1,The Night Agent,The Night Agent: Season 2,2
Brazil,BR,2025-02-02,TV,2,The Trauma Code: Heroes on Call,The Trauma Code: Heroes on Call: Season 1,1
Brazil,BR,2025-02-02,TV,3,The Night Agent,The Night Agent: Season 1,8
Brazil,BR,2025-02-02,TV,4,"XO, Kitty","XO, Kitty: Season 2",3
Brazil,BR,2025-02-02,TV,5,The Recruit,The Recruit: Season 2,1
Brazil,BR,2025-02-02,TV,6,Yellowstone,Yellowstone: Season 4,1
Brazil,BR,2025-02-02,TV,7,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,84
Brazil,BR,2025-02-02,TV,8,Squid Game,Squid Game: Season 2,6
Brazil,BR,2025-02-02,TV,9,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,3
Brazil,BR,2025-02-02,TV,10,The Seven Deadly Sins: Four Knights of the Apocalypse,The Seven Deadly Sins: Four Knights of the Apocalypse: Season 2,1
Brazil,BR,2025-01-26,TV,1,"XO, Kitty","XO, Kitty: Season 2",2
Brazil,BR,2025-01-26,TV,2,The Night Agent,The Night Agent: Season 2,1
Brazil,BR,2025-01-26,TV,3,Squid Game,Squid Game: Season 2,5
Brazil,BR,2025-01-26,TV,4,Fake Profile,Fake Profile: Killer Match,3
Brazil,BR,2025-01-26,TV,5,American Primeval,American Primeval: Limited Series,3
Brazil,BR,2025-01-26,TV,6,"XO, Kitty","XO, Kitty: Season 1",5
Brazil,BR,2025-01-26,TV,7,The Night Agent,The Night Agent: Season 1,7
Brazil,BR,2025-01-26,TV,8,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,2
Brazil,BR,2025-01-26,TV,9,Stranded with my Mother-in-Law,Stranded with my Mother-in-Law: Season 2,4
Brazil,BR,2025-01-26,TV,10,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,83
Brazil,BR,2025-01-19,TV,1,"XO, Kitty","XO, Kitty: Season 2",1
Brazil,BR,2025-01-19,TV,2,American Primeval,American Primeval: Limited Series,2
Brazil,BR,2025-01-19,TV,3,Squid Game,Squid Game: Season 2,4
Brazil,BR,2025-01-19,TV,4,Stranded with my Mother-in-Law,Stranded with my Mother-in-Law: Season 2,3
Brazil,BR,2025-01-19,TV,5,Fake Profile,Fake Profile: Killer Match,2
Brazil,BR,2025-01-19,TV,6,The Breakthrough,The Breakthrough: Limited Series,2
Brazil,BR,2025-01-19,TV,7,SAKAMOTO DAYS,SAKAMOTO DAYS: Season 1,1
Brazil,BR,2025-01-19,TV,8,Single’s Inferno,Single’s Inferno: Season 4,1
Brazil,BR,2025-01-19,TV,9,Subteran,Subteran: Season 1,2
Brazil,BR,2025-01-19,TV,10,"XO, Kitty","XO, Kitty: Season 1",4
Brazil,BR,2025-01-12,TV,1,Squid Game,Squid Game: Season 2,3
Brazil,BR,2025-01-12,TV,2,Stranded with my Mother-in-Law,Stranded with my Mother-in-Law: Season 2,2
Brazil,BR,2025-01-12,TV,3,Missing You,Missing You: Limited Series,2
Brazil,BR,2025-01-12,TV,4,American Primeval,American Primeval: Limited Series,1
Brazil,BR,2025-01-12,TV,5,The Breakthrough,The Breakthrough: Limited Series,1
Brazil,BR,2025-01-12,TV,6,Fake Profile,Fake Profile: Killer Match,1
Brazil,BR,2025-01-12,TV,7,Departure,Departure: Season 1,2
Brazil,BR,2025-01-12,TV,8,Squid Game,Squid Game: Season 1,13
Brazil,BR,2025-01-12,TV,9,When the Phone Rings,When the Phone Rings: Limited Series,8
Brazil,BR,2025-01-12,TV,10,Subteran,Subteran: Season 1,1
Brazil,BR,2025-01-05,TV,1,Squid Game,Squid Game: Season 2,2
Brazil,BR,2025-01-05,TV,2,Missing You,Missing You: Limited Series,1
Brazil,BR,2025-01-05,TV,3,Stranded with my Mother-in-Law,Stranded with my Mother-in-Law: Season 2,1
Brazil,BR,2025-01-05,TV,4,Squid Game,Squid Game: Season 1,12
Brazil,BR,2025-01-05,TV,5,When the Phone Rings,When the Phone Rings: Limited Series,7
Brazil,BR,2025-01-05,TV,6,La Palma,La Palma: Limited Series,4
Brazil,BR,2025-01-05,TV,7,Departure,Departure: Season 1,1
Brazil,BR,2025-01-05,TV,8,Virgin River,Virgin River: Season 6,3
Brazil,BR,2025-01-05,TV,9,Lottie Dottie Chicken,Lottie Dottie Chicken: 2ª temporada,82
Brazil,BR,2025-01-05,TV,10,Senna,Senna: Limited Series,6
Brazil,BR,2024-12-29,TV,1,Squid Game,Squid Game: Season 2,1
Brazil,BR,2024-12-29,TV,2,La Palma,La Palma: Limited Series,3
Brazil,BR,2024-12-29,TV,3,When the Phone Rings,When the Phone Rings: Limited Series,6
Brazil,BR,2024-12-29,TV,4,Virgin River,Virgin River: Season 6,2
