country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
Brazil,BR,2025-10-05,Films,9,Whitney Houston: I Wanna Dance with Somebody,,1
Brazil,BR,2025-10-05,Films,10,Mad Max: Fury Road,,2
Brazil,BR,2025-09-28,Films,1,Sonic the Hedgehog 3,,2
Brazil,BR,2025-09-28,Films,2,Ruth & Boaz,,1
Brazil,BR,2025-09-28,Films,3,She Said Maybe,,2
Brazil,BR,2025-09-28,Films,4,French Lover,,1
Brazil,BR,2025-09-28,Films,5,KPop Demon Hunters,,15
Brazil,BR,2025-09-28,Films,6,Man on Fire,,5
Brazil,BR,2025-09-28,Films,7,Mad Max: Fury Road,,1
Brazil,BR,2025-09-28,Films,8,A Bright Lawyer,,2
Brazil,BR,2025-09-28,Films,9,The Wrong Paris,,3
Brazil,BR,2025-09-28,Films,10,Seventh Son,,2
Brazil,BR,2025-09-21,Films,1,The Wrong Paris,,2
Brazil,BR,2025-09-21,Films,2,The Mule,,1
Brazil,BR,2025-09-21,Films,3,KPop Demon Hunters,,14
Brazil,BR,2025-09-21,Films,4,Sonic the Hedgehog 3,,1
Brazil,BR,2025-09-21,Films,5,She Said Maybe,,1
Brazil,BR,2025-09-21,Films,6,A Bright Lawyer,,1
Brazil,BR,2025-09-21,Films,7,War Dogs,,1
Brazil,BR,2025-09-21,Films,8,Ocean's 8,,2
Brazil,BR,2025-09-21,Films,9,Seventh Son,,1
Brazil,BR,2025-09-21,Films,10,Into the Wild,,1
Brazil,BR,2025-09-14,Films,1,The Wrong Paris,,1
Brazil,BR,2025-09-14,Films,2,KPop Demon Hunters,,13
Brazil,BR,2025-09-14,Films,3,The Royal Hotel,,1
Brazil,BR,2025-09-14,Films,4,Fall for Me,,4
Brazil,BR,2025-09-14,Films,5,Along Came a Spider,,1
Brazil,BR,2025-09-14,Films,6,Ocean's 8,,1
Brazil,BR,2025-09-14,Films,7,The Negotiator,,1
Brazil,BR,2025-09-14,Films,8,Paw Patrol: The Movie,,11
Brazil,BR,2025-09-14,Films,9,Stealth,,1
Brazil,BR,2025-09-14,Films,10,The Thursday Murder Club,,3
Brazil,BR,2025-09-07,Films,1,The Thursday Murder Club,,2
Brazil,BR,2025-09-07,Films,2,KPop Demon Hunters,,12
Brazil,BR,2025-09-07,Films,3,The Woman King,,1
Brazil,BR,2025-09-07,Films,4,Love Untangled,,2
Brazil,BR,2025-09-07,Films,5,Fall for Me,,3
Brazil,BR,2025-09-07,Films,6,The Northman,,2
Brazil,BR,2025-09-07,Films,7,Paw Patrol: The Movie,,10
Brazil,BR,2025-09-07,Films,8,Abandoned Man,,3
Brazil,BR,2025-09-07,Films,9,Fast & Furious Presents: Hobbs & Shaw,,7
